cre88_RECID,cre88_TAXITEMGROUP,cre88_TAXGROUP,cre88_CONFIRMEDTAXWRITECODE,cre88_CURRENCYCODE,cre88_ITEMREFTYPE,cre88_NAME,cre88_TRANSACTIONCODE,cre88_VENDACCOUNT,cre88_DATAAREAID,cre88_ORDERACCOUNT,cre88_DELIVERYNAME,cre88_PAYMENT,cre88_PAYMMODE,cre88_PRICEGROUPID,cre88_PURCHASETYPE,cre88_PURCHNAME,cre88_PURCHSTATUS,cre88_VATNUM,cre88_VENDGROUP,cre88_COUNTRYREGIONID,cre88_ZIPCODE,cre88_STREET,cre88_CITY,cre88_STATE,cre88_COUNTY,cre88_PRODUCTTYPE,cre88_ITEMGROUPID
361,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
362,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
363,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
364,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
365,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
366,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
367,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
368,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
369,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
370,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
371,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
372,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
373,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
374,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
375,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
376,Goods,NL21,ALV,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Norstream, IMO: 9186194",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P & O Ferries  Leopold II Dam 13 - kaai 113 phone: +32 50 542238,Zeebrugge,,,1,FG
377,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
378,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
379,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
380,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
381,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
382,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
383,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
384,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
385,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
386,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
387,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93024,nl20,93024,SDK Shipping,CM+25,Clearing,Area 3,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
388,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner 6.066.248 HS 38140090,Verkoop,94085,nl20,94085,AQUAMARINE (Boskalis) IMO 9524516 (ex-Harrier),CM+25,Clearing,Area 4,3,HEMPEL (OMAN)L.L.C. - RETURN,3,,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
389,Goods,7,,EUR,1,Hempel's Thinner,11,93001,fi11,93001,M/V Norsky - IMO 9186182,CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
390,Goods,7,ALV,EUR,1,Hempel's Thinner,11,93001,fi11,93001,"m/v Seagard,IMO: 9198977",CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
391,Goods,7,ALV,EUR,1,Hempel's Thinner,11,93024,fi11,93024,SDK Shipping,CM+25,Clearing,Area 3,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
392,Goods,7,ALV,EUR,1,Hempel's Thinner,11,93024,fi11,93024,"M/V Mimer, IMO: 9002647",CM+25,Clearing,Area 3,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
393,Goods,7,,EUR,1,Hempel's Thinner,11,93001,fi11,93001,"m/v Birka Stockholm, IMO: 9273727",CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
394,Goods,7,,EUR,1,Hempel's Thinner,11,93024,fi11,93024,"m/v Cinderella, IMO: 8719188",CM+25,Clearing,Area 3,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
395,Goods,7,,EUR,1,Hempel's Thinner,11,93001,fi11,93001,"m/v Eckerö, IMO: 7633155",CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
396,Goods,7,,EUR,1,Hempel's Thinner,11,93001,fi11,93001,"m/v Norstream, IMO: 9186194",CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
397,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
398,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
399,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
400,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
401,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
402,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
403,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
404,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
405,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
406,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
407,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
408,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
409,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
410,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
411,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
412,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
413,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
414,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
415,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
416,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
417,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
418,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
419,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,2,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
420,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
421,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
422,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Mistral, IMO: 9183788",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,berth 207 c/o P&O Ferries Leopold II Dam 13 (Havendam),Zeebrugge,,,1,FG
423,Goods,7,,EUR,1,Hempel's Thinner,11,93032,fi11,93032,"M/V Sea Partner, IMO: 7528635",CM+25,Clearing,,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,N/A,INTERNAL,TUR,34425,"Haydarpasa Terminal Manager, GAC Turkey Ömer Avni Mah. İnebolu Sok. No. 67 Setüstü Kabataş 34427 Beyoğlu - İstanbul / Turkey 		Phone: + 90 850 288 66 66 Fax:+ 90 212 245 23 05 mobile +90 530 642 1282",İSTANBUL,,,1,FG
424,Goods,7,,EUR,1,Hempel's Thinner,11,93032,fi11,93032,"M/V Sea Partner, IMO: 7528635",CM+25,Clearing,,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,N/A,INTERNAL,TUR,34425,"Haydarpasa Terminal Manager, GAC Turkey Ömer Avni Mah. 	Phone: + 90 850 288 66 66  mobile +90 530 642 1282",Kemankeş,,,1,FG
425,Goods,NL21,ALV,EUR,1,Hempel's Thinner,11,93020,fi11,93020,m/v Mistral,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,NLD,1033 SG,Damen Shiprepair Amsterdam T.T. Vasumweg 125 - 131,Amsterdam,,,1,FG
426,Goods,7,,EUR,1,Hempel's Thinner,11,93004,fi11,93004,"MS Wasa Express, IMO: 8000226",CM+25,Clearing,Area 3,3,HEMPEL PAINTS POLAND SP. Z O.O. - II,3,PL7010150377,INTERNAL,EST,11712,"Flag ; Finland  Tallinn Shipyard. Kopli 103, Tallinn, Estonia. Berth №14 c/o ESTMA Ltd. Tallinn, Agency Department Direct:    +(372) 6401854 Mobile:    +(372) 53076015 agency@estma.ee",Tallinn,,,1,FG
427,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Estraden, IMO: 9181077",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,NLD,3198 LM,c/o P&O Ferries Ltd  Magazijn Scheldeweg 2  Haven 5805 via Freight Gate tel +358942417599,Europoort,,,1,FG
428,Goods,4,ALV,EUR,1,Hempel's Thinner,11,92004,fi11,92004,JL Metals Oy,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - DIRECT DEL,3,PL7010150377,INTERNAL,FIN,63120,Leppäläntie 566,Leppälänkylä,,,1,FG
429,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Song, IMO: 9443566",CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL 001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Kaai 207 tel. +32 50 54 22 66,Zeebrugge,,,1,FG
430,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Song, IMO: 9443566",CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Kaai 207 tel. +32 50 54 22 66,Zeebrugge,,,1,FG
431,Goods,0,,EUR,1,Hempel's Thinner,11,94024,fi11,94024,m/v EXPORTER,CM+25,Clearing,,3,HEMPEL (SWEDEN) AB - RETURN,3,SE 556038458701,INTERNAL,SWE,311 23,Falkvarv,Falkenberg,,,1,FG
432,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Song, IMO: 9443566",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Kaai 207 tel. +32 50 54 22 66,Zeebrugge,,,1,FG
433,Goods,NL21,ALV,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Song, IMO: 9443566",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Kaai 207 tel. +32 50 54 22 66,Zeebrugge,,,1,FG
434,Goods,NL21,ALV,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Song, IMO: 9443566",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Kaai 207 tel. +32 50 54 22 66,Zeebrugge,,,1,FG
435,Goods,7,,EUR,1,Hempel's Thinner,11,93004,fi11,93004,"M/V Finlandia, IMO: 9214379",CM+25,Clearing,Area 3,3,HEMPEL PAINTS POLAND SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,80-958,Flag: Finland   Gdansk Shiprepair Yard Remontowa S.A. Na Ostrowiu 1,Gdańsk,,,1,FG
436,Goods,NL21,,EUR,1,Hempel's Thinner,11,93020,fi11,93020,"M/V Bore Bay, IMO: 9122007",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,NLD,3198 LC,c/o Stena Line Europoort Elbeweg 91n (Port No. 5812) tel +31 181242190,Rotterdam,,,1,FG
437,Goods,P-EU-II,,EUR,1,Hempel's Thinner,11,93004,hr89,93004,m/v Donat,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,"IMO ; 9318539 Flag : Croatia  Naftoport Gdansk  c/o GAC (Poland) Ltd Gdansk/Gdynia Branch Office  Zalogowa 2-6, 80-557 Gdansk Mobile: +48-607 077 837  Direct: +48-58-6623552",Gdansk,,,1,FG
438,Goods,7,,EUR,1,Hempel's Thinner,11,93004,fi11,93004,"M/V Finlandia, IMO: 9214379",CM+25,Clearing,Area 3,3,HEMPEL PAINTS POLAND SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,80-958,"Flag: Finland  Gdansk Shiprepair Yard “Remontowa” Na Ostrowiu 1 str.,  80-952 Gdansk  			c/o  &  notify address: MAR-SERVICE  ul. Wojciecha Kętrzyńskiego 24/1A , 80-376 Gdansk	tel: (+48) 783 576 427",Gdańsk,,,1,FG
